ensembl_gene_id,SYMBOL,logFC,logCPM,PValue,FDR,ROS hallmark
ENSG00000163902,RPN1,-0.086273987,6.601726554,0.385462269,0.557595834,
ENSG00000188782,CATSPER4,-0.086338449,2.496961999,0.814866473,0.984779367,
ENSG00000126246,IGFLR1,-0.086399249,7.375783761,0.363845801,0.531172232,
ENSG00000124469,CEACAM8,-0.086451762,4.003734835,0.740847686,0.947617538,
ENSG00000177951,BET1L,-0.086639009,8.204493045,0.353053979,0.51671494,
ENSG00000224531,SMIM13,-0.086805399,6.957916591,0.334873641,0.501529966,
ENSG00000092445,TYRO3,-0.087176674,8.974738511,0.337239174,0.504531424,
ENSG00000174945,AMZ1,-0.08719961,6.130590553,0.397796626,0.573738807,
ENSG00000288920,RPSAP58,-0.08740179,3.788461585,0.734676275,0.941364272,
ENSG00000012822,CALCOCO1,-0.087726874,6.84189191,0.325628793,0.488703372,
ENSG00000219481,NBPF1,-0.087867836,4.896317572,0.60120942,0.797584028,
ENSG00000154127,UBASH3B,-0.087939668,3.321241766,0.753593939,0.961302727,
ENSG00000002587,HS3ST1,-0.088218841,3.222835757,0.805943093,0.984779367,
ENSG00000168724,DNAJC21,-0.08828678,8.229003309,0.311051449,0.472459211,
ENSG00000126882,FAM78A,-0.088455265,7.992149571,0.31162308,0.472680604,
ENSG00000137802,MAPKBP1,-0.088480993,8.385728578,0.333428995,0.499550202,
ENSG00000105261,OVOL3,-0.088733568,3.08744192,0.774274662,0.98459737,
ENSG00000130303,BST2,-0.088733568,2.785936756,0.774274662,0.98459737,
ENSG00000197245,FAM110D,-0.088767115,6.89836112,0.297889077,0.453425725,
ENSG00000166272,WBP1L,-0.089497061,3.964639527,0.680219275,0.882550173,
ENSG00000143153,ATP1B1,-0.089572703,1.347564806,0.881550079,0.984779367,
ENSG00000260238,PMF1-BGLAP,-0.089572703,0.961614494,0.881550079,0.984779367,
ENSG00000135905,DOCK10,-0.089917475,7.23779617,0.262406383,0.405945201,
ENSG00000155026,RSPH10B,-0.089950279,5.431791175,0.510600542,0.695672584,
ENSG00000204859,ZBTB48,-0.090056963,6.193174732,0.411698455,0.591344286,
ENSG00000158856,DMTN,-0.090123393,7.361431984,0.264474035,0.40898841,
ENSG00000037474,NSUN2,-0.090215233,9.597638591,0.315370006,0.47788909,
ENSG00000118004,COLEC11,-0.090480693,5.603317702,0.505037327,0.689015613,
ENSG00000163884,KLF15,-0.091011956,3.64843742,0.710716213,0.916372822,
ENSG00000111642,CHD4,-0.091196463,5.916846743,0.430703426,0.61416236,
ENSG00000101557,USP14,-0.091249653,8.140277916,0.298600642,0.454395518,
ENSG00000221829,FANCG,-0.091822764,7.67475551,0.284004339,0.43516679,
ENSG00000105610,KLF1,-0.091926574,4.70845966,0.592438407,0.786888654,
ENSG00000003393,ALS2,-0.092102762,8.64540203,0.288871747,0.442180937,
ENSG00000197555,SIPA1L1,-0.092368664,3.90569538,0.67902804,0.881191894,
ENSG00000138160,KIF11,-0.092425168,6.784987683,0.260079664,0.402702931,
ENSG00000108387,SEPTIN4,-0.092467237,6.036998054,0.391692482,0.56553613,
ENSG00000139192,TAPBPL,-0.092654262,3.119507736,0.752227254,0.960088004,
ENSG00000118900,UBN1,-0.093359715,6.970773198,0.245545464,0.38252706,
ENSG00000123561,SERPINA7,-0.093535629,3.192300274,0.693471567,0.897170113,
ENSG00000071051,NCK2,-0.09370841,5.615788413,0.519048761,0.704509875,
ENSG00000176390,CRLF3,-0.09397773,7.898183588,0.287436217,0.440259538,
ENSG00000153208,MERTK,-0.094161358,3.659054964,0.714779241,0.920736417,
ENSG00000162402,USP24,-0.094203977,5.679367315,0.388366654,0.561331654,
ENSG00000058600,POLR3E,-0.094572129,6.751515926,0.281038672,0.431055421,
ENSG00000100372,SLC25A17,-0.094576438,0.822329291,0.866683381,0.984779367,
ENSG00000137745,MMP13,-0.094576438,1.611316657,0.866683381,0.984779367,
ENSG00000163344,PMVK,-0.094576438,1.23285346,0.866683381,0.984779367,
ENSG00000187664,HAPLN4,-0.094576438,1.465483843,0.866683381,0.984779367,
ENSG00000160360,GPSM1,-0.094771968,6.612542637,0.290232153,0.444151963,
ENSG00000181222,POLR2A,-0.094794856,8.048064591,0.281785071,0.432037414,
ENSG00000167916,KRT24,-0.09491257,2.271660117,0.812845119,0.984779367,
ENSG00000168734,PKIG,-0.09491257,2.797381544,0.812845119,0.984779367,
ENSG00000106603,COA1,-0.095009797,6.566962636,0.281740308,0.432023037,
ENSG00000126457,PRMT1,-0.095081534,3.558231148,0.738104312,0.944603307,
ENSG00000135451,TROAP,-0.095085077,9.806830672,0.269949655,0.415508741,
ENSG00000120008,WDR11,-0.095108961,6.69344521,0.304741806,0.463221204,
ENSG00000275832,ARHGAP23,-0.0956333,8.333855468,0.27019531,0.415834431,
ENSG00000180739,S1PR5,-0.095752958,7.420050365,0.261941484,0.405328718,
ENSG00000130226,DPP6,-0.096047892,3.664441178,0.702513786,0.9079063,
ENSG00000110931,CAMKK2,-0.096567936,2.998695321,0.763985689,0.97252646,
ENSG00000168924,LETM1,-0.096637461,7.374390781,0.277230147,0.42596311,
ENSG00000089280,FUS,-0.096783,7.529986138,0.260289639,0.402976947,
ENSG00000115216,NRBP1,-0.097090131,8.487168327,0.249655921,0.388039356,
ENSG00000242485,MRPL20,-0.097205837,2.592417056,0.802880877,0.984779367,
ENSG00000100162,CENPM,-0.097319123,5.007777726,0.527033208,0.713177532,
ENSG00000174938,SEZ6L2,-0.097328615,5.929398102,0.390331835,0.563905026,
ENSG00000154556,SORBS2,-0.097341808,7.41662271,0.231448728,0.363722168,
ENSG00000103742,IGDCC4,-0.097454343,7.165096014,0.231261974,0.363475468,
ENSG00000140675,SLC5A2,-0.097505344,4.943470336,0.45496331,0.642081499,
ENSG00000164068,RNF123,-0.097532663,7.616412769,0.261820529,0.405192907,
ENSG00000120029,ARMH3,-0.097778224,5.417878545,0.478355003,0.668831452,
ENSG00000118292,C1orf54,-0.097851093,3.656401771,0.690561311,0.894352715,
ENSG00000185513,L3MBTL1,-0.098116613,10.88820255,0.242448501,0.377895282,
ENSG00000151320,AKAP6,-0.098203813,4.622737048,0.590967491,0.785533162,
ENSG00000005206,SPPL2B,-0.098264726,6.704687094,0.214755862,0.340160135,
ENSG00000174791,RIN1,-0.098473294,3.261091541,0.717721987,0.924234548,
ENSG00000182107,TMEM30B,-0.098613584,5.783452294,0.37637473,0.546132527,
ENSG00000109790,KLHL5,-0.09865166,6.654621493,0.247357827,0.384761335,
ENSG00000078399,HOXA9,-0.099042435,1.398965017,0.852580397,0.984779367,
ENSG00000156508,EEF1A1,-0.099042435,1.834765991,0.852580397,0.984779367,
ENSG00000121933,TMIGD3,-0.099099305,5.113402763,0.479298642,0.669997381,
ENSG00000110436,SLC1A2,-0.099160411,10.55984173,0.238773836,0.373072659,
ENSG00000116701,NCF2,-0.099375468,3.295495588,0.793183531,0.984779367,
ENSG00000174652,ZNF266,-0.099375468,2.139116626,0.793183531,0.984779367,
ENSG00000135801,TAF5L,-0.09948016,8.241698411,0.234429049,0.366659526,
ENSG00000167193,CRK,-0.099651169,8.73717496,0.236891939,0.370274443,
ENSG00000078246,TULP3,-0.100015143,7.389979552,0.245198517,0.38203531,
ENSG00000152061,RABGAP1L,-0.10002651,7.887280047,0.222296328,0.351328915,
ENSG00000112343,TRIM38,-0.100191986,7.536707752,0.207503192,0.330042531,
ENSG00000126267,COX6B1,-0.100286562,7.37943729,0.230577496,0.362493002,
ENSG00000130382,MLLT1,-0.100318708,8.859564422,0.22936061,0.360765742,
ENSG00000100647,SUSD6,-0.100351609,4.901277208,0.515019234,0.699662827,
ENSG00000196369,SRGAP2B,-0.100478325,4.384856178,0.551041721,0.738979391,
ENSG00000185344,ATP6V0A2,-0.100723337,5.909355939,0.353594378,0.517443817,
ENSG00000138639,ARHGAP24,-0.10117358,5.792322261,0.338925001,0.506355279,
ENSG00000184047,DIABLO,-0.101177556,4.619755183,0.587886832,0.782119466,
ENSG00000254470,AP5B1,-0.1014312,1.535395496,0.783738977,0.984779367,
ENSG00000087076,HSD17B14,-0.102095501,4.454195193,0.53656128,0.721462188,
ENSG00000155970,MICU3,-0.102176089,7.481363803,0.202924226,0.323729502,
ENSG00000180251,SLC9A4,-0.102259274,8.059520648,0.209296287,0.332721142,
ENSG00000173692,PSMD1,-0.10238068,5.280824578,0.446527909,0.631125173,
ENSG00000105366,SIGLEC8,-0.102671317,8.401718634,0.185635269,0.301787084,
ENSG00000110243,APOA5,-0.103052977,1.793022682,0.839158933,0.984779367,
ENSG00000197256,KANK2,-0.103052977,1.476621843,0.839158933,0.984779367,
ENSG00000106305,AIMP2,-0.103264618,4.633886442,0.525993612,0.711957429,
ENSG00000119812,FAM98A,-0.103381775,1.952985337,0.774534239,0.984779367,
ENSG00000160679,CHTOP,-0.103788809,9.887525277,0.205190328,0.327130937,
ENSG00000170954,ZNF415,-0.104332057,3.629139343,0.645637362,0.84350846,
ENSG00000165837,ERICH6B,-0.104567183,4.242257049,0.559340293,0.748874398,
ENSG00000120253,NUP43,-0.105530541,5.782859319,0.346546602,0.515540574,
ENSG00000113391,FAM172A,-0.10667437,1.66338807,0.826349716,0.984779367,
ENSG00000115840,SLC25A12,-0.10667437,1.631592416,0.826349716,0.984779367,
ENSG00000138083,SIX3,-0.10667437,1.641927668,0.826349716,0.984779367,
ENSG00000136295,TTYH3,-0.106995517,5.861904602,0.297543933,0.452956843,
ENSG00000032444,PNPLA6,-0.10706825,6.750332476,0.153847437,0.256283068,
ENSG00000141096,DPEP3,-0.107082826,5.542785183,0.369443879,0.538250635,
ENSG00000134684,YARS1,-0.107112804,8.039390563,0.166461933,0.274269061,
ENSG00000158373,H2BC5,-0.107242305,4.571780678,0.5362295,0.721095491,
ENSG00000176788,BASP1,-0.107418206,7.965764019,0.117020553,0.222721466,
ENSG00000067900,ROCK1,-0.107730327,6.394736712,0.212036603,0.336464114,
ENSG00000177469,CAVIN1,-0.107798337,5.337518553,0.425314395,0.607187026,
ENSG00000106031,HOXA13,-0.108029132,6.363281578,0.240010366,0.374669039,
ENSG00000196156,KRTAP4-3,-0.108043081,7.68887699,0.168106499,0.276829275,
ENSG00000131408,NR1H2,-0.108283414,7.905325268,0.174576853,0.286402687,
ENSG00000198300,PEG3,-0.10867751,2.513207952,0.748243673,0.955476101,
ENSG00000171136,RLN3,-0.108792485,4.959522821,0.453703046,0.640376935,
ENSG00000182752,PAPPA,-0.108848025,5.379468192,0.381241877,0.551948544,
ENSG00000166796,LDHC,-0.109960642,1.539157504,0.814093822,0.984779367,
ENSG00000072210,ALDH3A2,-0.110058082,3.687096733,0.538870946,0.724487984,
ENSG00000169902,TPST1,-0.110143369,6.388745013,0.211023578,0.335099024,
ENSG00000136574,GATA4,-0.110174152,8.879135983,0.153479592,0.255813288,
ENSG00000198712,MT-CO2,-0.110222537,13.2033284,0.13292538,0.246751705,
ENSG00000142676,RPL11,-0.110278929,2.534720866,0.739887134,0.946686441,
ENSG00000196453,ZNF777,-0.110385435,2.823315375,0.684452106,0.887431399,
ENSG00000177106,EPS8L2,-0.110509615,8.720971548,0.155757642,0.258727218,
ENSG00000124784,RIOK1,-0.110520564,7.241815407,0.153443924,0.255788759,
ENSG00000111300,NAA25,-0.110873092,4.810371304,0.478615161,0.669118573,
ENSG00000142025,DMRTC2,-0.11096713,6.47913084,0.181260824,0.296969055,
ENSG00000099797,TECR,-0.110993097,6.236208739,0.267276011,0.411878299,
ENSG00000142507,PSMB6,-0.111061967,8.015252694,0.160247811,0.265175593,
ENSG00000124766,SOX4,-0.111094695,8.01735645,0.157372447,0.261231843,
ENSG00000116729,WLS,-0.111139529,5.78972943,0.34248657,0.510988456,
ENSG00000170860,LSM3,-0.111268138,6.72921795,0.153598239,0.255976098,
ENSG00000132004,FBXW9,-0.111411747,3.344999862,0.677940952,0.879874677,
ENSG00000109911,ELP4,-0.112023534,5.952654283,0.267993275,0.412653537,
ENSG00000068305,MEF2A,-0.112246563,4.404886287,0.519870628,0.705311757,
ENSG00000115266,APC2,-0.112512634,3.839108264,0.548919894,0.736538409,
ENSG00000112282,MED23,-0.112956262,1.462410508,0.80234071,0.984779367,
ENSG00000081059,TCF7,-0.113099347,6.577599765,0.16874009,0.277835167,
ENSG00000167972,ABCA3,-0.113242886,8.413169933,0.147781819,0.254218579,
ENSG00000080608,PUM3,-0.113248885,8.722185916,0.150434362,0.254218579,
ENSG00000160294,MCM3AP,-0.113375549,7.81034418,0.136853057,0.253387773,
ENSG00000134247,PTGFRN,-0.113386271,8.367969861,0.142664832,0.254218579,
ENSG00000168234,TTC39C,-0.114002305,5.189517082,0.382471888,0.553598018,
ENSG00000162819,BROX,-0.114342583,5.469469301,0.342170637,0.510704317,
ENSG00000081800,SLC13A1,-0.114545927,7.080856752,0.114157686,0.222721466,
ENSG00000154493,C10orf90,-0.114872615,6.763634941,0.146734164,0.254218579,
ENSG00000137200,CMTR1,-0.115661584,4.035660358,0.558748679,0.748246421,
ENSG00000186300,ZNF555,-0.115661584,3.939638212,0.558748679,0.748246421,
ENSG00000146707,POMZP3,-0.115698162,2.04562708,0.791046698,0.984779367,
ENSG00000168646,AXIN2,-0.115698162,2.470650852,0.791046698,0.984779367,
ENSG00000010319,SEMA3G,-0.115905289,8.022805875,0.127848626,0.23808784,
ENSG00000074660,SCARF1,-0.115972709,6.630616718,0.189302734,0.307224105,
ENSG00000267796,LIN37,-0.116511341,5.306353268,0.400712533,0.577807879,
ENSG00000145194,ECE2,-0.116805753,3.871987826,0.591963652,0.786429187,
ENSG00000166685,COG1,-0.116823782,5.538396825,0.317134434,0.480264736,
ENSG00000090581,GNPTG,-0.116882441,4.921009278,0.448597287,0.633829913,
ENSG00000007923,DNAJC11,-0.116923152,8.372287906,0.13473335,0.249690265,
ENSG00000182230,FAM153B,-0.117006619,5.409874662,0.315291608,0.477829598,
ENSG00000010704,HFE,-0.117053273,6.848528252,0.092158133,0.197500202,
ENSG00000160285,LSS,-0.11717434,8.286991318,0.126853825,0.236397505,
ENSG00000167751,KLK2,-0.117192891,5.369239494,0.371408468,0.54091924,
ENSG00000046889,PREX2,-0.117361559,6.005019453,0.238728087,0.373048921,
ENSG00000128591,FLNC,-0.11750914,8.573051612,0.122586496,0.229127147,
ENSG00000077044,DGKD,-0.117741646,6.175790116,0.211894262,0.33628195,
ENSG00000168701,TMEM208,-0.118177327,6.906445636,0.108726929,0.222721466,
ENSG00000104973,MED25,-0.118217271,1.719567191,0.780173773,0.984779367,
ENSG00000147041,SYTL5,-0.118217271,1.620367077,0.780173773,0.984779367,
ENSG00000196388,INCA1,-0.118217271,1.61712968,0.780173773,0.984779367,
ENSG00000177830,CHID1,-0.118245525,9.264545831,0.124063758,0.231569243,
ENSG00000186532,SMYD4,-0.118424914,9.659890756,0.117950209,0.222721466,
ENSG00000159733,ZFYVE28,-0.118517655,2.528864328,0.693430016,0.897170113,
ENSG00000008128,CDK11A,-0.118575238,7.200163342,0.10968441,0.222721466,
ENSG00000131379,C3orf20,-0.118668421,3.642709756,0.577430847,0.769046931,
ENSG00000100478,AP4S1,-0.118969237,6.668116946,0.13926676,0.254218579,
ENSG00000100142,POLR2F,-0.11925968,7.077014166,0.094759593,0.20257746,
ENSG00000137124,ALDH1B1,-0.119474609,7.275364158,0.120442409,0.225672402,
ENSG00000149262,INTS4,-0.119510187,4.485208906,0.48798023,0.672854068,
ENSG00000176231,OR10H4,-0.119660696,5.876692139,0.216495488,0.342737736,
ENSG00000173818,ENDOV,-0.119745902,6.579407583,0.119876387,0.224680812,
ENSG00000197562,RAB40C,-0.119835871,6.26906906,0.227285587,0.357686224,
ENSG00000173517,PEAK1,-0.120034902,7.306503642,0.099098005,0.211075985,
ENSG00000170549,IRX1,-0.120210328,4.118194061,0.416764277,0.597636253,
ENSG00000130749,ZC3H4,-0.120647427,9.593623993,0.109154722,0.222721466,
ENSG00000137496,IL18BP,-0.120765099,6.285569544,0.194485843,0.31388811,
ENSG00000120217,CD274,-0.120932409,3.674081872,0.612621375,0.811286243,
ENSG00000149541,B3GAT3,-0.121026884,7.476721826,0.100324282,0.213315771,
ENSG00000235118,FAM237A,-0.121070468,4.977894565,0.355517795,0.519972579,
ENSG00000205808,PLPP6,-0.121264785,5.47207158,0.309640418,0.470374501,
ENSG00000162241,SLC25A45,-0.121301375,7.937439352,0.112813201,0.222721466,
ENSG00000054598,FOXC1,-0.121461573,8.074308235,0.099150989,0.211152002,
ENSG00000156463,SH3RF2,-0.121531943,3.434752392,0.554337461,0.742909556,
ENSG00000127586,CHTF18,-0.12166407,3.351976482,0.607193322,0.804473496,
ENSG00000168116,KIAA1586,-0.121984231,6.914087896,0.104510485,0.220717611,
ENSG00000072954,TMEM38A,-0.1223723,5.247965058,0.342462607,0.510988456,
ENSG00000110723,EXPH5,-0.122673884,4.887618009,0.392692272,0.566845584,
ENSG00000092148,HECTD1,-0.122685166,7.833409043,0.086860466,0.187132421,
ENSG00000133606,MKRN1,-0.122975849,3.046515522,0.665475376,0.866644146,
ENSG00000103056,SMPD3,-0.123025142,5.619903288,0.312904182,0.474446989,
ENSG00000134744,TUT4,-0.123322096,6.727923086,0.118773028,0.222979956,
ENSG00000185101,ANO9,-0.123546812,6.501159473,0.110243725,0.222721466,
ENSG00000113384,GOLPH3,-0.123563351,8.990144518,0.092422886,0.197963337,
ENSG00000164985,PSIP1,-0.123707949,8.156353929,0.093244968,0.199549135,
ENSG00000108771,DHX58,-0.123750117,3.664032206,0.591357603,0.785827522,
ENSG00000138617,PARP16,-0.124679917,1.745081086,0.749767858,0.957222188,
ENSG00000080839,RBL1,-0.124962238,3.064749277,0.652272383,0.851084057,
ENSG00000099308,MAST3,-0.124997368,5.24706872,0.315978697,0.478692631,
ENSG00000144455,SUMF1,-0.125686442,3.594657736,0.576158396,0.767687205,
ENSG00000131759,RARA,-0.125842976,6.163187854,0.171144979,0.281453266,
ENSG00000166451,CENPN,-0.126499341,4.133855608,0.511939665,0.697185875,
ENSG00000213988,ZNF90,-0.126533006,1.750074186,0.740283127,0.947020295,
ENSG00000107796,ACTA2,-0.126617637,4.453899837,0.46261235,0.651370567,
ENSG00000099365,STX1B,-0.12671693,6.144530786,0.188749772,0.30664617,
ENSG00000136631,VPS45,-0.126794397,4.852199736,0.351518329,0.515540574,
ENSG00000161905,ALOX15,-0.127079236,8.493860928,0.099943022,0.212579156,
ENSG00000197213,ZSCAN5B,-0.127226127,7.510699176,0.073627234,0.162025035,
ENSG00000183044,ABAT,-0.127458331,4.940120227,0.34478397,0.513976495,
ENSG00000277957,SENP3-EIF4A1,-0.127467484,8.947748433,0.079030061,0.171839363,
ENSG00000111670,GNPTAB,-0.12751127,7.935313044,0.078383574,0.170737743,
ENSG00000197993,KEL,-0.127690344,6.861967669,0.055078682,0.126093311,
ENSG00000188176,SMTNL2,-0.127822681,4.339369316,0.500106165,0.683588949,
ENSG00000079805,DNM2,-0.128141316,10.56198751,0.082203883,0.178295827,
ENSG00000154760,SLFN13,-0.128462934,7.022582937,0.071583976,0.159950359,
ENSG00000047648,ARHGAP6,-0.129000613,5.967011241,0.196956355,0.314537625,
ENSG00000164185,ZNF474,-0.129079348,4.123209968,0.488646049,0.672854068,
ENSG00000120910,PPP3CC,-0.12910595,6.517472206,0.122302755,0.228701843,
ENSG00000117153,KLHL12,-0.129208897,6.698291866,0.096813643,0.206751401,
ENSG00000111331,OAS3,-0.129470024,9.041354116,0.078813048,0.171428559,
ENSG00000130520,LSM4,-0.129585274,6.219152788,0.162587639,0.268465308,
ENSG00000147526,TACC1,-0.12969687,7.991480873,0.067352449,0.151186992,
ENSG00000179698,WDR97,-0.129751368,4.914917126,0.321331006,0.485065302,
ENSG00000274750,H3C6,-0.129876024,2.146947848,0.72216138,0.929461131,
ENSG00000171160,MORN4,-0.130141242,3.399240468,0.61535882,0.814231693,
ENSG00000124535,WRNIP1,-0.130227121,8.240131152,0.071787583,0.160346616,
ENSG00000270647,TAF15,-0.130609573,4.428024135,0.424130506,0.605709364,
ENSG00000103044,HAS3,-0.130659618,4.102816814,0.47391632,0.664553461,
ENSG00000077549,CAPZB,-0.130748754,6.591069236,0.101075654,0.214539752,
ENSG00000111728,ST8SIA1,-0.130854274,6.042891496,0.151365745,0.254218579,
ENSG00000146828,SLC12A9,-0.131225999,9.170258973,0.072506242,0.161155782,
ENSG00000138443,ABI2,-0.131339707,6.465405178,0.114199683,0.222721466,
ENSG00000177096,PHETA2,-0.131648734,3.228528422,0.603860291,0.800578814,
ENSG00000198538,ZNF28,-0.131648734,3.193233875,0.603860291,0.800578814,
ENSG00000184402,SS18L1,-0.131728405,6.316683249,0.111197389,0.222721466,
ENSG00000164970,FAM219A,-0.132229081,6.77382415,0.043105457,0.101284551,
ENSG00000110619,CARS1,-0.132517086,8.030843839,0.053835093,0.123617199,
ENSG00000089902,RCOR1,-0.132809064,2.272042359,0.705055218,0.911094322,
ENSG00000080298,RFX3,-0.133063613,3.66259297,0.592725044,0.787183733,
ENSG00000112365,ZBTB24,-0.133191255,4.036181072,0.449547118,0.6349515,
ENSG00000131738,KRT33B,-0.133191255,4.043744161,0.449547118,0.6349515,
ENSG00000175756,AURKAIP1,-0.133191255,3.876633599,0.449547118,0.6349515,
ENSG00000116711,PLA2G4A,-0.133262272,4.834994442,0.256785394,0.397904921,
ENSG00000172349,IL16,-0.133396548,5.702072561,0.208736256,0.33191729,
ENSG00000175073,VCPIP1,-0.133468648,6.911269673,0.036645599,0.087247682,
ENSG00000163793,DNAJC5G,-0.133516249,6.688252231,0.057591907,0.131550905,
ENSG00000165923,AGBL2,-0.133523832,7.749927032,0.0643226,0.145240359,
ENSG00000149182,ARFGAP2,-0.133757476,4.349043189,0.392360869,0.566434179,
ENSG00000091317,CMTM6,-0.133865297,4.70030648,0.442892632,0.626349606,
ENSG00000198938,MT-CO3,-0.133873146,13.20164196,0.045920133,0.107062057,
ENSG00000168884,TNIP2,-0.133907466,4.754750179,0.347394396,0.515540574,
ENSG00000151465,CDC123,-0.134023314,6.95419225,0.056480751,0.129109434,
ENSG00000130177,CDC16,-0.134144711,2.434078451,0.696845983,0.901153755,
ENSG00000163565,IFI16,-0.134144711,2.201039737,0.696845983,0.901153755,
ENSG00000170613,FAM71B,-0.134345316,4.925418855,0.342786741,0.511373817,
ENSG00000141219,C17orf80,-0.134545088,6.308082506,0.099337726,0.211437272,
ENSG00000143337,TOR1AIP1,-0.134882651,5.961162527,0.143044323,0.254218579,
ENSG00000132141,CCT6B,-0.134900437,7.297645207,0.053602522,0.123152651,
ENSG00000070047,PHRF1,-0.135124353,9.083747169,0.065866973,0.148124861,
ENSG00000141971,MVB12A,-0.135212023,6.348032957,0.104093095,0.220057839,
ENSG00000149557,FEZ1,-0.135236359,10.01026912,0.060193913,0.137109605,
ENSG00000168228,ZCCHC4,-0.135403191,2.7295795,0.688848906,0.892324276,
ENSG00000115657,ABCB6,-0.135567075,5.568410659,0.233005607,0.36471352,
ENSG00000144451,SPAG16,-0.136130729,3.808978343,0.484491517,0.672854068,
ENSG00000115548,KDM3A,-0.136247644,3.436641026,0.566345508,0.755767003,
ENSG00000143365,RORC,-0.136591006,2.447489496,0.681052574,0.883443569,
ENSG00000197265,GTF2E2,-0.136867278,5.408865799,0.247051788,0.384492345,
ENSG00000127666,TICAM1,-0.137090759,7.660833739,0.063218192,0.142931649,
ENSG00000134398,ERN2,-0.137142818,9.784207789,0.056551977,0.129248051,
ENSG00000141965,FEM1A,-0.137235732,4.64535906,0.408516255,0.587049782,
ENSG00000141622,RNF165,-0.137397622,3.431627428,0.556330862,0.745335618,
ENSG00000156860,FBRS,-0.13768719,7.395191348,0.045544181,0.106339435,
ENSG00000137822,TUBGCP4,-0.137713944,2.91757168,0.673446528,0.874957746,
ENSG00000188549,CCDC9B,-0.137713944,2.517679449,0.673446528,0.874957746,
ENSG00000189325,BNIP5,-0.137713944,2.305220689,0.673446528,0.874957746,
ENSG00000113638,TTC33,-0.137961894,5.443187962,0.267036517,0.411595612,
ENSG00000092964,DPYSL2,-0.138336364,4.286628207,0.39687796,0.572549098,
ENSG00000107719,PALD1,-0.138435378,5.815022658,0.159890093,0.264619513,
ENSG00000142224,IL19,-0.138730895,4.373662989,0.33950338,0.507132792,
ENSG00000143028,SYPL2,-0.138953985,6.850313513,0.02877286,0.073583547,
ENSG00000188554,NBR1,-0.138966783,8.581476972,0.051776803,0.119475143,
ENSG00000108576,SLC6A4,-0.139027738,8.114855616,0.050162466,0.116013175,
ENSG00000169895,SYAP1,-0.139145879,6.234314482,0.085062367,0.183615001,
ENSG00000150753,CCT5,-0.139226451,11.36031845,0.04661436,0.108279057,
ENSG00000113456,RAD1,-0.139227527,7.638652284,0.041623538,0.098028893,
ENSG00000070404,FSTL3,-0.140384996,7.10332474,0.029831428,0.076147169,
ENSG00000149488,TMC2,-0.140716273,9.951537754,0.049573262,0.114715686,
ENSG00000137968,SLC44A5,-0.141306199,4.546630567,0.364410902,0.531870018,
ENSG00000135976,ANKRD36,-0.141646958,4.158023328,0.428059391,0.610606041,
ENSG00000176619,LMNB2,-0.142526147,11.59745818,0.038932995,0.092261827,
ENSG00000175352,NRIP3,-0.142651452,5.772441659,0.139477555,0.254218579,
ENSG00000149930,TAOK2,-0.142893791,7.665679547,0.032818293,0.08172618,
ENSG00000094631,HDAC6,-0.143308517,5.631086439,0.17926936,0.293903533,
ENSG00000172775,PSME3IP1,-0.143360443,6.231146854,0.086672405,0.186760217,
ENSG00000137135,ARHGEF39,-0.143551982,6.385861656,0.049092949,0.113647292,
ENSG00000171150,SOCS5,-0.143951764,3.799652693,0.493452079,0.677906654,
ENSG00000069248,NUP133,-0.144056157,5.080095513,0.332912248,0.498837215,
ENSG00000006740,ARHGAP44,-0.144132807,2.282974135,0.624811916,0.824773346,
ENSG00000151092,NGLY1,-0.144339305,3.290646997,0.48938439,0.672854068,
ENSG00000253831,ETV3L,-0.14526044,6.671197631,0.072763249,0.161217781,
ENSG00000138640,FAM13A,-0.145584746,4.875169425,0.218687592,0.345894133,
ENSG00000186088,GSAP,-0.146201235,5.006691332,0.254011744,0.393806906,
ENSG00000000460,C1orf112,-0.146282932,5.13993845,0.210700782,0.334648868,
ENSG00000205213,LGR4,-0.146445309,5.86629935,0.10495322,0.221444353,
ENSG00000160224,AIRE,-0.146489747,3.950708576,0.465995282,0.655831286,
ENSG00000108433,GOSR2,-0.147279406,8.098670538,0.026605461,0.068615563,
ENSG00000137486,ARRB1,-0.147430429,9.124447211,0.032813492,0.08172618,
ENSG00000196123,KIAA0895L,-0.147875386,6.259821599,0.077834245,0.169813848,
ENSG00000213658,LAT,-0.147899557,6.866299368,0.039402958,0.093321185,
ENSG00000128944,KNSTRN,-0.148193215,2.512592365,0.58835451,0.782485862,
ENSG00000196172,ZNF681,-0.148193215,2.668757078,0.58835451,0.782485862,
ENSG00000107201,DDX58,-0.148206558,5.47406318,0.18863572,0.306501664,
ENSG00000174109,C16orf91,-0.148243845,4.364490029,0.351273924,0.515540574,
ENSG00000186470,BTN3A2,-0.148266126,7.210824735,0.024903534,0.06541464,
ENSG00000022840,RNF10,-0.148303203,8.714090139,0.032494723,0.08172618,
ENSG00000112763,BTN2A1,-0.148639637,6.28117201,0.072051241,0.160499851,
ENSG00000100865,CINP,-0.148972143,7.137204721,0.021677285,0.057785583,
ENSG00000171680,PLEKHG5,-0.149021326,5.313946581,0.341462416,0.509771905,
ENSG00000164484,TMEM200A,-0.149336924,2.863962025,0.577076413,0.768658731,
ENSG00000197217,ENTPD4,-0.149771103,6.2666449,0.077153156,0.168538716,
ENSG00000135048,CEMIP2,-0.149876176,3.115362466,0.571584156,0.762008185,
